Old weights and biases:
[array([0.17505989, 0.5077598 , 0.27120404, 0.4802742 , 0.74933223,
       0.70721451, 0.09858266, 0.34131228, 0.91095298, 0.64497088,
       0.77242451, 0.03610122, 0.48707518, 0.21961689, 0.76817209,
       0.24905679, 0.38169679, 0.23334279, 0.69887842, 0.82707105,
       0.06055085, 0.41108833, 0.12082559, 0.37313389, 0.65205466,
       0.19648774, 0.05038793, 0.65339575, 0.29108813, 0.94037111,
       0.18095899, 0.48826399, 0.73379939, 0.75891334, 0.1810804 ,
       0.22543116, 0.44189805, 0.76908206, 0.8451835 , 0.71150061,
       0.00349114, 0.02802638, 0.25306598, 0.00115096, 0.66790346,
       0.8899041 , 0.38129553, 0.03164712, 0.59182605, 0.75846389,
       0.9058193 , 0.06739178, 0.66715182, 0.17013363, 0.85684597,
       0.8916666 , 0.92217976, 0.00955199, 0.92686149, 0.87733815,
       0.67918838, 0.85790682, 0.29267462, 0.04094581, 0.3845172 ,
       0.11792063, 0.18209105, 0.01954775, 0.2828525 , 0.70158925,
       0.28805063, 0.29493301, 0.64266168, 0.36910105, 0.22647189,
       0.58268868, 0.11911618, 0.45171195, 0.56628388, 0.63323703,
       0.891191  , 0.87330032, 0.05573129, 0.78559695, 0.36697634,
       0.96314589, 0.69868609, 0.43764354, 0.05677848, 0.79819816,
       0.11162227, 0.47471335, 0.8790974 , 0.07266752, 0.53632252,
       0.39519628, 0.81431367, 0.62132087, 0.16094992, 0.20527309,
       0.29816702, 0.21960145, 0.38942066, 0.82632579, 0.36078667,
       0.78633845, 0.61083662, 0.01227937, 0.13568349, 0.32254747,
       0.62734994, 0.93114441, 0.21344219, 0.0460356 , 0.80902274,
       0.09196658, 0.70204226, 0.2171886 , 0.46398842, 0.39994797,
       0.70332854, 0.56101456, 0.54041098, 0.12666616, 0.23550682,
       0.93002875, 0.70008705, 0.08768145, 0.0838235 , 0.57546391,
       0.63416702, 0.7012376 , 0.27942134, 0.22007123, 0.54955226,
       0.56553708, 0.48716055, 0.48185173, 0.89143651, 0.13180089,
       0.38311086, 0.91364045, 0.54712595, 0.51189983, 0.3373693 ,
       0.27403425, 0.62845516, 0.64295932, 0.59528845, 0.05365255,
       0.57402582, 0.74122619, 0.9011367 , 0.02758221, 0.8116382 ,
       0.96580984, 0.10473655, 0.95508068, 0.74693432, 0.50592643,
       0.80863091, 0.37808881, 0.07275213, 0.85546687, 0.78380058,
       0.05857313, 0.48935762, 0.93350513, 0.6542618 , 0.09468869,
       0.61002171, 0.10358203, 0.22070998, 0.7173178 , 0.40397179,
       0.52245317, 0.09121803, 0.97518261, 0.14155713, 0.51036125,
       0.13118272, 0.98581384, 0.34482281, 0.01789825, 0.32644548,
       0.19190953, 0.83722334, 0.46737953, 0.72133103, 0.82899519,
       0.57501954, 0.53339509, 0.72548013, 0.5315511 , 0.46482505,
       0.67179589, 0.85745397, 0.63765655, 0.1995957 , 0.65361421,
       0.66789999, 0.02968145, 0.74903006, 0.12419667, 0.92995709,
       0.63653524, 0.83604781, 0.66712825, 0.12438529, 0.31311721,
       0.74523074, 0.00120879, 0.56979573, 0.72364007, 0.12740556,
       0.91111104, 0.83491846, 0.71490785, 0.84856319, 0.3733015 ,
       0.51688316, 0.76601743, 0.63019626, 0.78334124, 0.69897978,
       0.23224223, 0.59905252, 0.06325474, 0.61107128, 0.97330123,
       0.97534331, 0.83191762, 0.47025044, 0.36030696, 0.1983672 ,
       0.86495598, 0.33025997, 0.70345663, 0.47973791, 0.86541684,
       0.21560908, 0.36354462, 0.18840152, 0.63030812, 0.78945417,
       0.81117434, 0.62912678, 0.81853909, 0.10740961, 0.29358953,
       0.45284927, 0.89517268, 0.56077582, 0.96585728, 0.83943043,
       0.77185846, 0.16447046, 0.4934585 , 0.74367889, 0.53454968,
       0.6834685 , 0.45786267, 0.25258247, 0.94679262, 0.93837782,
       0.06206761, 0.13582562, 0.30338469, 0.15716497, 0.36173908,
       0.20077792, 0.9034346 , 0.36470446, 0.67349813, 0.67612051,
       0.88737029, 0.49471163, 0.35093215, 0.02830518, 0.06407105,
       0.21414984, 0.88191207, 0.15489148, 0.9573646 , 0.37774474,
       0.06543136, 0.3495571 , 0.98932606, 0.34452031, 0.3557852 ,
       0.45547146, 0.98699777, 0.09627521, 0.75544445, 0.74820289,
       0.79934566, 0.55860891, 0.66103839, 0.79024662, 0.25222893,
       0.11230776, 0.10225435, 0.80528193, 0.19996476, 0.66280551,
       0.97443776, 0.50077806, 0.21260252, 0.77830263, 0.57027393,
       0.7688731 , 0.32885896, 0.12053744, 0.87817302, 0.48907375,
       0.80184386, 0.72188222, 0.21286256, 0.05454883, 0.14910148,
       0.09007307, 0.55865122, 0.01245578, 0.04507075, 0.57478467,
       0.60508918, 0.04692503, 0.19430302, 0.78446111, 0.49826871,
       0.45268468, 0.35737289, 0.67799634, 0.11741461, 0.88465328,
       0.42325731, 0.01738539, 0.76495993, 0.03301735, 0.3379572 ,
       0.74169624, 0.77724959, 0.58811883, 0.03721225, 0.32584807,
       0.51185052, 0.82677972, 0.86674075, 0.86210804, 0.48384039,
       0.96250511, 0.94938782, 0.82831958, 0.4292    , 0.76141894,
       0.51503764, 0.13043753, 0.67566168, 0.81492199, 0.48239464,
       0.64503231, 0.43417719, 0.82214232, 0.61618889, 0.68666008,
       0.85538226, 0.47989617, 0.34224925, 0.70196278, 0.13822814,
       0.58310711, 0.42088031, 0.68896859, 0.71406874, 0.42843445,
       0.23550652, 0.6840195 , 0.09138479, 0.81390422, 0.70388218,
       0.03141249, 0.58098645, 0.30965658, 0.52011158, 0.57423779,
       0.77756568, 0.78800381, 0.39821184, 0.46459815, 0.61858398,
       0.14739373, 0.83386945, 0.5769731 , 0.86454015, 0.91257669,
       0.84017261, 0.47073205, 0.54496496, 0.20195413, 0.38663572,
       0.21467577, 0.05401926, 0.94179628, 0.3617299 , 0.47535917,
       0.06099603, 0.516069  , 0.16903383, 0.52783063, 0.23200823,
       0.71615135, 0.18455459, 0.9426027 , 0.55805561, 0.04740499,
       0.75225578, 0.4315662 , 0.30475947, 0.646959  , 0.69983038,
       0.18556937, 0.35659431, 0.29314616, 0.02005277, 0.42690225,
       0.24489498, 0.75780251, 0.62667177, 0.06775964, 0.0776739 ,
       0.6943108 , 0.21384353, 0.63246291, 0.36937091, 0.33554891,
       0.49620125, 0.18430262, 0.96811007, 0.37868529, 0.17692945,
       0.65697357, 0.07281567, 0.50630464, 0.06413243, 0.73594332,
       0.99062544, 0.90495205, 0.69871343, 0.20433704, 0.00281929,
       0.75255949, 0.60976187, 0.93230534, 0.05969548, 0.82974789,
       0.09638985, 0.1451975 , 0.42520319, 0.21445851, 0.20913076,
       0.72223523, 0.29491064, 0.06064062, 0.92150545, 0.91570466,
       0.20826489, 0.94458137, 0.2440426 , 0.04891544, 0.8594967 ,
       0.07808134, 0.85175976, 0.99351943, 0.78523191, 0.63756831,
       0.73930551, 0.75673998, 0.97839717, 0.21997776, 0.13733406,
       0.09902814, 0.58330363, 0.96813594, 0.6479836 , 0.88699255,
       0.94533635, 0.06770224, 0.11777536, 0.05656769, 0.16315509,
       0.63790775, 0.08844487, 0.4829222 , 0.60805648, 0.59306958,
       0.77381398, 0.28715703, 0.08835167, 0.50436726, 0.01912627,
       0.57844192, 0.55526235, 0.10233051, 0.82322322, 0.23809016,
       0.25834296, 0.62205364, 0.35192885, 0.67625265, 0.93572068,
       0.54141557, 0.61872048, 0.445635  , 0.26233452, 0.45198475,
       0.98432275, 0.13458615, 0.6402604 , 0.25518547, 0.11693562,
       0.70418626, 0.17900857, 0.41222146, 0.10003475, 0.11870681,
       0.50914245, 0.32328171, 0.31407887, 0.66127624, 0.84188434,
       0.65290457, 0.69724114, 0.97212031, 0.16139808, 0.45524092,
       0.2037882 , 0.73258701, 0.08931709, 0.92580831, 0.25972726,
       0.7048092 , 0.68297205, 0.06194634, 0.73404544, 0.64624744,
       0.21022446, 0.68644493, 0.31157151, 0.16989874, 0.6339718 ,
       0.28401064, 0.88784768, 0.83757315, 0.62381517, 0.37349675,
       0.15043744, 0.50951439, 0.62989121, 0.97103158, 0.87878925,
       0.64495761, 0.94255539, 0.74164104, 0.23303767, 0.58945151,
       0.80281203, 0.32888234, 0.59372409, 0.02524015, 0.14198005,
       0.55441796, 0.00923515, 0.79494872, 0.46460147, 0.40650484,
       0.27186349, 0.97047555, 0.32804057, 0.35508872, 0.42317393,
       0.8630305 , 0.23943716, 0.18123561, 0.33033793, 0.00783951,
       0.30519549, 0.74778001, 0.80124119, 0.22381356, 0.91809783,
       0.97743034, 0.89083168, 0.73062944, 0.52867255, 0.80842355,
       0.01404167, 0.8343289 , 0.05277078, 0.356343  , 0.15190395,
       0.56357208, 0.29545877, 0.9764612 , 0.91718671, 0.22337612,
       0.79019883, 0.26960124, 0.50165026, 0.33198314, 0.03845028,
       0.99919523, 0.20384595, 0.87827282, 0.01152317, 0.88235757,
       0.19754534, 0.96299599, 0.48873388, 0.18641278, 0.78066402,
       0.18858544, 0.48557726, 0.89928103, 0.69018137, 0.01072442]), array([0.75962955, 0.29383952, 0.09348202, 0.51541582, 0.32807968,
       0.63060332, 0.41326127, 0.86239831, 0.93477162, 0.52386282,
       0.53687328, 0.97598551, 0.59786241, 0.26317574, 0.62973874,
       0.25772917, 0.1245093 , 0.96894418, 0.21782427, 0.05751398,
       0.45894597, 0.88152568, 0.39321412, 0.6155951 , 0.08130084,
       0.31125065, 0.30377998, 0.76591568, 0.86211835, 0.87838299,
       0.6190317 , 0.34104133, 0.51916162, 0.18397159, 0.79954717,
       0.9544275 , 0.63888266, 0.56796341, 0.61767818, 0.04897419,
       0.92044962, 0.2199118 , 0.58943297, 0.76102513, 0.16934434,
       0.59559016, 0.15015441, 0.90491169, 0.55827062, 0.07839169,
       0.08383027, 0.9197198 , 0.84186854, 0.53584817, 0.50782732,
